code	store_name	location	product_ean
MX	Santa Rosa Jauregui	America/Mexico_City	1164495981004
PH	Recodo	Asia/Manila	7384352610791
TH	Thap Than	Asia/Bangkok	2690042041291
FR	Cavaillon	Europe/Paris	9037188642396
US	Copperas Cove	America/Chicago	4338646936978
GE	Kobuleti	Asia/Tbilisi	0561092950838
FR	Valence	Europe/Paris	9841787993298
AZ	Astara	Asia/Baku	8906356928215
GH	Bibiani	Africa/Accra	2074617607004
US	Abilene	America/Chicago	9428968847610
PH	Naga	Asia/Manila	3526897101660
DE	Hermsdorf	Europe/Berlin	9111354679000
US	Covington	America/New_York	1063117453861
DE	Wittenau	Europe/Berlin	1232409805910
DZ	Messaad	Africa/Algiers	2420920703962
MG	Antanifotsy	Indian/Antananarivo	8282704985049
BR	Itaperuna	America/Sao_Paulo	4084117740666
TR	Sungurlu	Europe/Istanbul	5681676763496
TN	Beni Khiar	Africa/Tunis	4617967292452
IN	Gingee	Asia/Kolkata	2682763540757
IN	Sheoganj	Asia/Kolkata	8397674840745
GB	Thetford	Europe/London	4485260428218
IT	Bisceglie	Europe/Rome	3380347612621
US	Harrisburg	America/New_York	3412788369014
SO	Kismayo	Africa/Mogadishu	9530726770464
UA	Kherson	Europe/Kiev	4665037628366
IN	Teghra	Asia/Kolkata	9463278035814
US	Bothell West	America/Los_Angeles	6792193890448
PK	Larkana	Asia/Karachi	1744742636934
CD	Kamina	Africa/Lubumbashi	4265927961926
RO	Sector 6	Europe/Bucharest	8512793050220
CO	Madrid	America/Bogota	3011613848634
KZ	Shalqar	Asia/Aqtobe	9294251730811
CN	Hoxtolgay	Asia/Urumqi	8911897419962
TR	Gaziantep	Europe/Istanbul	6975500013017
IN	Dombivli	Asia/Kolkata	5274178811446
PT	Carnaxide	Europe/Lisbon	7510763367133
KZ	Otegen Batyra	Asia/Almaty	2193655799172
IT	Catania	Europe/Rome	2754571079849
GB	Chapletown	Europe/London	2054075831241
GB	Lancing	Europe/London	2833404482176
TH	Tak Bai	Asia/Bangkok	6294540459761
MX	Acaponeta	America/Mazatlan	9516076971003
BR	Soure	America/Belem	4151586086691
US	Bothell West	America/Los_Angeles	3006262221655
US	Indio	America/Los_Angeles	9388897587806
PK	Sillanwali	Asia/Karachi	7578942331580
IN	Osmanabad	Asia/Kolkata	0541061382440
UA	Shepetivka	Europe/Kiev	6328655549175
NG	Yenagoa	Africa/Lagos	0403525872150
CL	Chiguayante	America/Santiago	2524555586539
JP	Fujioka	Asia/Tokyo	5621039827496
US	Keizer	America/Los_Angeles	5814760414206
US	San Juan	America/Chicago	2623326251581
GB	Selby	Europe/London	5427022476272
CD	Beni	Africa/Lubumbashi	2342110319893
TZ	Mvomero	Africa/Dar_es_Salaam	7339868390880
AZ	Qazax	Asia/Baku	6103213177799
IL	Ganei Tikva	Asia/Jerusalem	7574952931307
CM	Mbalmayo	Africa/Douala	4202456676914
US	Hueytown	America/Chicago	2362071177769
CH	Adliswil	Europe/Zurich	1388519856080
IN	Deoli	Asia/Kolkata	2554110312730
SO	Kismayo	Africa/Mogadishu	3493519491990
US	Lower West Side	America/Chicago	2134920908561
FR	Arles	Europe/Paris	6712931010136
CN	Meizhou	Asia/Shanghai	6332257832009
US	Pleasant Prairie	America/Chicago	7678263773905
GB	Lower Earley	Europe/London	6526059060719
US	Port Richmond	America/New_York	6182771839424
CN	Nanpiao	Asia/Shanghai	0997425664316
US	Yonkers	America/New_York	0328251393857
US	West Chester	America/New_York	6001669631714
CN	Guli	Asia/Shanghai	4606083502972
US	Fitchburg	America/New_York	0944689852157
SK	Hlohovec	Europe/Bratislava	7627885674633
US	Gainesville	America/New_York	4160789632246
RU	Petrozavodsk	Europe/Moscow	5434490426678
DE	Dahlem	Europe/Berlin	3765595671642
US	Utica	America/New_York	0574645954764
BR	Porto Velho	America/Porto_Velho	6683934326725
US	Odessa	America/Chicago	8753996807710
ET	Debre Tabor	Africa/Addis_Ababa	5347172344200
US	East Haven	America/New_York	7608366485238
RU	Danilov	Europe/Moscow	7641470260230
ES	Segundo Ensanche	Europe/Madrid	6860070189197
ES	Maspalomas	Atlantic/Canary	2217033356242
US	Clermont	America/New_York	6426683828443
BR	Altamira	America/Santarem	9313174311324
MK	Bogovinje	Europe/Skopje	1637983436978
PH	Santa Catalina	Asia/Manila	7720817018847
RU	Kashira	Europe/Moscow	8797676289793
PH	Guyong	Asia/Manila	2643649254090
IN	Kenda	Asia/Kolkata	3106508007941
RU	Izluchinsk	Asia/Yekaterinburg	9116187453452
PH	Manaoag	Asia/Manila	9211729610772
BR	Cabo	America/Recife	4449528691004
ES	el Camp de l'Arpa del Clot	Europe/Madrid	5045557423358
ID	Tebingtinggi	Asia/Jakarta	7717747237684
IN	Dombivli	Asia/Kolkata	4214467036427
IN	Davangere	Asia/Kolkata	1433968759632
PH	Baliuag	Asia/Manila	0737818671862
DE	Korschenbroich	Europe/Berlin	4428436247251
CA	Charlottetown	America/Halifax	1304819331478
CO	Socorro	America/Bogota	4138187869144
IN	Gingee	Asia/Kolkata	8338674603169
FR	Vienne	Europe/Paris	7631108710350
JP	Nonoichi	Asia/Tokyo	4160550364284
RU	Valday	Europe/Moscow	4718468087155
FR	Saint-Genis-Laval	Europe/Paris	6916965570141
KZ	Shalqar	Asia/Aqtobe	4990520119374
US	Sunnyside	America/Los_Angeles	3769096213790
IT	Misterbianco	Europe/Rome	0648067900064
IT	Chiavari	Europe/Rome	7758486672237
IN	Dombivli	Asia/Kolkata	0292403504326
US	Norco	America/Los_Angeles	9260301855100
US	Stockbridge	America/New_York	5387595648691
IN	Lal Bahadur Nagar	Asia/Kolkata	7576349625752
RU	Roslavl’	Europe/Moscow	5152410408978
CD	Kamina	Africa/Lubumbashi	0119755044013
FR	Talence	Europe/Paris	4422337828175
IT	Mesagne	Europe/Rome	3075168670904
RU	Yeysk	Europe/Moscow	8552852181946
GB	Chapletown	Europe/London	0537319649663
ML	Kati	Africa/Bamako	3121102516637
IN	Jashpurnagar	Asia/Kolkata	3769441228974
CN	Haicheng	Asia/Shanghai	2664724874989
IN	Alwaye	Asia/Kolkata	8971711679279
US	Bothell	America/Los_Angeles	8582501252642
MG	Sakaraha	Indian/Antananarivo	9257318680078
ES	Puertollano	Europe/Madrid	2661583454390
AR	Barracas	America/Argentina/Buenos_Aires	0005888329571
TZ	Nyangao	Africa/Dar_es_Salaam	1844998778539
US	East Haven	America/New_York	5346913282719
MG	Sakaraha	Indian/Antananarivo	7640735947855
BR	Barras	America/Fortaleza	2200685529577
CH	Adliswil	Europe/Zurich	1734799796668
CN	Yanliang	Asia/Shanghai	3068540351317
ES	Tudela	Europe/Madrid	0266110661498
MA	Azrou	Africa/Casablanca	1667321553920
FR	La Garenne-Colombes	Europe/Paris	3696994721303
TZ	Magomeni	Africa/Dar_es_Salaam	3437413344884
BR	Carlos Barbosa	America/Sao_Paulo	4906316449198
US	Lower West Side	America/Chicago	1088678245557
XK	Glogovac	Europe/Belgrade	9444604978609
IN	Rangia	Asia/Kolkata	7883650046412
VE	Ciudad Guayana	America/Caracas	2636008810044
US	Bourbonnais	America/Chicago	0249609920863
IT	Mesagne	Europe/Rome	3851915241937
AU	Carindale	Australia/Brisbane	7181017854121
JP	Toyokawa	Asia/Tokyo	9413246012576
CA	Vernon	America/Vancouver	7994818569787
ES	Amposta	Europe/Madrid	2452517865005
UY	Durazno	America/Montevideo	8619105341400
PL	Brzeg	Europe/Warsaw	3741116864595
NG	Yenagoa	Africa/Lagos	9979235389543
IT	Roseto degli Abruzzi	Europe/Rome	7847044852713
US	Camarillo	America/Los_Angeles	9310945879052
ID	Pameungpeuk	Asia/Jakarta	0702809804062
PR	Aguadilla	America/Puerto_Rico	8543572473336
BR	Guaraciaba do Norte	America/Fortaleza	3876811356585
CO	Madrid	America/Bogota	8435211508342
CA	Sydney	America/Glace_Bay	7594868293634
SD	Ar Ruseris	Africa/Khartoum	9428805502726
LK	Hendala	Asia/Colombo	4169516185413
MG	Ambatondrazaka	Indian/Antananarivo	8359595352394
GB	Winsford	Europe/London	8591382155645
RW	Rwamagana	Africa/Kigali	9282119389233
NI	Somoto	America/Managua	8970743453956
NG	Gaya	Africa/Lagos	7603124456512
DZ	Bordj Zemoura	Africa/Algiers	6516279823270
US	Granger	America/Indiana/Indianapolis	3967676369312
KZ	Kyzylorda	Asia/Qyzylorda	9083796794477
AF	Sar-e Pul	Asia/Kabul	8421539677198
GB	Westbury	Europe/London	9291713737500
AU	Eastwood	Australia/Sydney	1482619366132
ES	Caravaca	Europe/Madrid	1588719291203
TZ	Mwandiga	Africa/Dar_es_Salaam	8369963176033
US	Porterville	America/Los_Angeles	2601367840162
CN	Xinzhou	Asia/Shanghai	9727890402622
BR	Caldas Novas	America/Sao_Paulo	4121472680203
EG	Alexandria	Africa/Cairo	9556381278510
NG	Igbara-Odo	Africa/Lagos	9552715765077
ES	Reus	Europe/Madrid	3430337452369
DE	Hofheim am Taunus	Europe/Berlin	2612066960457
DK	Frederiksberg	Europe/Copenhagen	6113715652489
BR	Barra dos Coqueiros	America/Maceio	1437920583198
IN	Kheda	Asia/Kolkata	6950809204779
CO	Villa del Rosario	America/Bogota	9265668131508
ES	Segundo Ensanche	Europe/Madrid	8347807243509
PK	Hasilpur	Asia/Karachi	2276916721560
IT	Somma Vesuviana	Europe/Rome	1389362444028
US	Kahului	Pacific/Honolulu	6578076539204
SO	Kismayo	Africa/Mogadishu	2420862370758
SV	Ilopango	America/El_Salvador	2196294454143
PA	Chilibre	America/Panama	7046235727018
NL	Hoogezand	Europe/Amsterdam	7009059050793
DE	Losheim	Europe/Berlin	4330544572357
DZ	El Achir	Africa/Algiers	5302549043216
RU	Novopavlovsk	Europe/Moscow	4816760662657
TH	Nakhon Pathom	Asia/Bangkok	8799344133360
BE	Houthalen	Europe/Brussels	4707604332051
TZ	Mwandiga	Africa/Dar_es_Salaam	3717870383801
US	Fayetteville	America/New_York	1033816822060
JP	Kamakura	Asia/Tokyo	5313896192304
FR	Bar-le-Duc	Europe/Paris	6876585232389
US	Schererville	America/Chicago	2436127306219
DZ	Messaad	Africa/Algiers	7544414594746
DE	Stade	Europe/Berlin	5677318895199
IN	Uran	Asia/Kolkata	6734123232249
RU	Zhukovka	Europe/Moscow	5708735941418
CN	Zaozhuang	Asia/Shanghai	7577047747371
IN	Jais	Asia/Kolkata	0189989338875
PT	Carnaxide	Europe/Lisbon	0075587807625
GB	High Wycombe	Europe/London	3981596799844
TN	El Alia	Africa/Tunis	3449061002023
NZ	Gisborne	Pacific/Auckland	2906828549296
RU	Nikolayevsk-on-Amure	Asia/Vladivostok	4603557045980
ID	Majene	Asia/Makassar	7887370360780
US	Kaukauna	America/Chicago	7647722419562
JP	Hita	Asia/Tokyo	3196571275040
AU	Perth	Australia/Perth	9916006091342
CN	Shuangcheng	Asia/Shanghai	2922727671678
IN	Periyakulam	Asia/Kolkata	1273916206432
FI	Kallio	Europe/Helsinki	7107509421350
DE	Charlottenburg-Nord	Europe/Berlin	9318638357658
IT	Mesagne	Europe/Rome	7593093961134
US	Bryn Mawr-Skyway	America/Los_Angeles	1202620849109
BR	Viradouro	America/Sao_Paulo	8766271010866
GB	Poulton-le-Fylde	Europe/London	7572540151601
ID	Kediri	Asia/Jakarta	1293218463999
IL	Rahat	Asia/Jerusalem	2863069923707
DE	Zeitz	Europe/Berlin	1006609647386
CM	Idenao	Africa/Douala	6168158426982
EG	Alexandria	Africa/Cairo	9448114880896
DE	Siegburg	Europe/Berlin	2398778256810
IN	Kenda	Asia/Kolkata	7012264920263
GB	Cowes	Europe/London	9262868110302
CN	Longgang	Asia/Shanghai	2624011975942
IT	Chiavari	Europe/Rome	8532908268692
JP	Toba	Asia/Tokyo	5619367497429
CU	Corralillo	America/Havana	7732208927829
RU	Ulan-Ude	Asia/Irkutsk	7247203088951
HT	Thomazeau	America/Port-au-Prince	9316514687196
TR	Yakuplu	Europe/Istanbul	5668504825892
IN	Kalavoor	Asia/Kolkata	3602554102604
PH	Manaoag	Asia/Manila	5511883399792
RU	Novosilikatnyy	Asia/Barnaul	2250187857081
PK	Kanganpur	Asia/Karachi	6368941367809
CL	La Ligua	America/Santiago	8652675472471
JP	Iwade	Asia/Tokyo	2815468231860
IN	Pandua	Asia/Kolkata	5401345544573
RU	Krymsk	Europe/Moscow	8795004362415
FR	Bar-le-Duc	Europe/Paris	1443526224724
IT	Bisceglie	Europe/Rome	2856319397755
PK	Daud Khel	Asia/Karachi	8837117909900
RU	Malakhovka	Europe/Moscow	2952876888443
CN	Meizhou	Asia/Shanghai	0366500350862
IN	Bhuban	Asia/Kolkata	8094192313514
DE	Rudolstadt	Europe/Berlin	1967131139384
BR	Pato Branco	America/Sao_Paulo	1352224309698
US	Pahrump	America/Los_Angeles	2130712121279
CM	Mbalmayo	Africa/Douala	8527069944660
IT	Roseto degli Abruzzi	Europe/Rome	5731623093821
US	Brentwood Estates	America/Chicago	9297107594643
AU	Griffith	Australia/Sydney	1778049035312
DE	Verl	Europe/Berlin	4565285219449
BR	Guapimirim	America/Sao_Paulo	1265586140345
CO	San Carlos	America/Bogota	4240780633647
US	Hutto	America/Chicago	5190411097494
IN	Barbil	Asia/Kolkata	2566626216358
MM	Kyaikto	Asia/Yangon	0290224502248
ES	Baza	Europe/Madrid	4963191104192
DE	Dahlem	Europe/Berlin	9823873904838
DE	Karben	Europe/Berlin	9469645611926
TN	Msaken	Africa/Tunis	0498227867658
US	South Whittier	America/Los_Angeles	5304972349101
US	Jackson	America/Chicago	4659729834265
CN	Zhoushan	Asia/Shanghai	9600770930098
RU	Tavda	Asia/Yekaterinburg	0173303518067
RU	Bogoroditsk	Europe/Moscow	9723290736312
DE	Barmbek-Nord	Europe/Berlin	0922495590920
US	Sunnyside	America/Los_Angeles	0710245124941
RU	Kolomyagi	Europe/Moscow	4376467950520
MX	Casa Blanca	America/Mexico_City	1294813171128
US	Lexington	America/New_York	2884691864367
IN	Rajaori	Asia/Kolkata	1291381402968
US	Tupelo	America/Chicago	1848272231703
GB	Arbroath	Europe/London	5941845468981
DE	Korschenbroich	Europe/Berlin	0380180060101
AR	Barracas	America/Argentina/Buenos_Aires	2782269908737
RU	Tavda	Asia/Yekaterinburg	4888872123876
PH	Recodo	Asia/Manila	3131430816231
ES	Gandia	Europe/Madrid	2890417000810
BR	Palmeira	America/Sao_Paulo	7325787883312
PK	Mianwali	Asia/Karachi	8698238684974
CH	Onex	Europe/Zurich	1202740366692
PL	Ustka	Europe/Warsaw	0531520343365
CR	Liberia	America/Costa_Rica	0440661015348
CH	Adliswil	Europe/Zurich	3891227294382
CN	Boli	Asia/Shanghai	6463176561265
UA	Svatove	Europe/Zaporozhye	2676253700844
ID	Jambi City	Asia/Jakarta	5459611278257
NL	Hoogezand	Europe/Amsterdam	3999376172466
MN	Ulan Bator	Asia/Ulaanbaatar	0525138679473
MX	Santa Rosa Jauregui	America/Mexico_City	7728105949095
ID	Simpang	Asia/Jakarta	3887040590282
IN	Pune	Asia/Kolkata	7544076402762
IT	Catania	Europe/Rome	0224758089609
JP	Motomachi	Asia/Tokyo	5725376300626
BR	Marau	America/Sao_Paulo	2492268380983
GB	Arbroath	Europe/London	5409720474965
UA	Shepetivka	Europe/Kiev	6406029690965
BR	Barras	America/Fortaleza	0124715410937
NO	Harstad	Europe/Oslo	2897853851099
IN	Rangia	Asia/Kolkata	7559361008307
US	West Des Moines	America/Chicago	6165727597371
RU	Tver	Europe/Moscow	6385214182518
NL	Schiebroek	Europe/Amsterdam	0179509365962
TH	Nakhon Si Thammarat	Asia/Bangkok	4086135102730
US	Saratoga Springs	America/Denver	3920207948080
US	Scarsdale	America/New_York	5763689688796
IT	San Giuliano Milanese	Europe/Rome	4370606049724
GB	Exeter	Europe/London	8462842420569
IT	Gorgonzola	Europe/Rome	6458462503654
CN	Changzhi	Asia/Shanghai	3733874971042
CN	Jingzhou	Asia/Shanghai	9745657593291
RU	Beryozovsky	Asia/Yekaterinburg	3204823114037
UG	Arua	Africa/Kampala	0313660412794
PH	Recodo	Asia/Manila	1946727221429
AU	Nowra	Australia/Sydney	4529645581027
JP	Namerikawa	Asia/Tokyo	5541880451797
BA	Bijeljina	Europe/Sarajevo	7969999058177
IN	Bachhraon	Asia/Kolkata	6673486796206
CA	Pointe-Claire	America/Toronto	0466498640447
CN	Foshan	Asia/Shanghai	7773086822141
TZ	Usagara	Africa/Dar_es_Salaam	7023890896907
PR	Yauco	America/Puerto_Rico	7528830898534
VE	La Victoria	America/Caracas	2071631710567
NL	Vught	Europe/Amsterdam	8650656416681
ID	Majene	Asia/Makassar	9336060440281
AU	Carindale	Australia/Brisbane	8068951919699
DZ	Thenia	Africa/Algiers	3096683261583
CO	Villa del Rosario	America/Bogota	2019614675021
US	Glendale	America/Los_Angeles	1129318842832
NA	Okahandja	Africa/Windhoek	4414493081921
HN	Olanchito	America/Tegucigalpa	4969731140415
IN	Teghra	Asia/Kolkata	8725785801421
ID	Tebingtinggi	Asia/Jakarta	6831476382222
US	Mira Mesa	America/Los_Angeles	1314524908926
DE	Bretten	Europe/Berlin	8389115476644
CN	Sishui	Asia/Shanghai	1394688324039
NL	Hoogezand	Europe/Amsterdam	2066413690007
US	San Juan	America/Chicago	6114730905673
JP	Annaka	Asia/Tokyo	3771827202331
US	Glendale	America/Los_Angeles	8048339720581
ES	Jumilla	Europe/Madrid	3776428818905
PK	Sillanwali	Asia/Karachi	9159187396411
DE	Charlottenburg-Nord	Europe/Berlin	6058171518484
DE	Stade	Europe/Berlin	0532859625641
JP	Yamada	Asia/Tokyo	2615545643049
DE	Bensheim	Europe/Berlin	5333605635212
PL	Jaworzno	Europe/Warsaw	5926969529244
GB	Selby	Europe/London	0942731161844
BR	Rio Real	America/Bahia	9449136522665
IT	Ragusa	Europe/Rome	8101605250486
BE	Temse	Europe/Brussels	5888273601996
AU	Griffith	Australia/Sydney	2293281156896
US	Muskogee	America/Chicago	2194718093626
RU	Otradnyy	Europe/Samara	2711088833296
PK	Jhol	Asia/Karachi	3388521427504
CU	Media Luna	America/Havana	3351141619970
PK	Alipur	Asia/Karachi	3658443827578
JP	Shimotoda	Asia/Tokyo	9154437037861
US	Nutley	America/New_York	9861525749017
CN	Ulanhot	Asia/Shanghai	4799682700464
US	Santa Maria	America/Los_Angeles	2745657323079
BR	Viradouro	America/Sao_Paulo	5572597057194
RU	Krymsk	Europe/Moscow	7246186833978
ES	Reus	Europe/Madrid	9067986114405
TH	Phanat Nikhom	Asia/Bangkok	1147455148082
IR	Darreh Shahr	Asia/Tehran	4176344668209
US	Redding	America/Los_Angeles	6989860510000
MX	Oaxaca	America/Mexico_City	4316671068666
HK	Tsuen Wan	Asia/Hong_Kong	1885459780586
NL	Schiebroek	Europe/Amsterdam	5183689290322
IN	Kangayam	Asia/Kolkata	7766326430534
NE	Mirriah	Africa/Niamey	5415635863954
CZ	Karlovy Vary	Europe/Prague	5738248307012
US	Malden	America/New_York	7124832170755
IR	Shahre Jadide Andisheh	Asia/Tehran	1540241168118
ID	Cibinong	Asia/Jakarta	9086084204375
CN	Xiangtan	Asia/Shanghai	7419678799346
BR	Caldas Novas	America/Sao_Paulo	7230607496651
PH	San Jose	Asia/Manila	5602942434988
ID	Diwek	Asia/Jakarta	3813359330011
GM	Farafenni	Africa/Banjul	8030385456071
US	Greenfield	America/Indiana/Indianapolis	6438962704959
CR	San Rafael	America/Costa_Rica	6525429479632
LY	Ajdabiya	Africa/Tripoli	2034302153308
AM	Hrazdan	Asia/Yerevan	8079363558192
ES	Reus	Europe/Madrid	7969021208235
BR	Miracema	America/Sao_Paulo	7997135968899
SA	Al Jubayl	Asia/Riyadh	1647499380153
IE	Athlone	Europe/Dublin	3164610501177
CD	Kamina	Africa/Lubumbashi	1933466558480
US	Porterville	America/Los_Angeles	0952014243792
YE	Ataq	Asia/Aden	1808756095917
AU	Frankston South	Australia/Melbourne	1752624818262
GB	Mexborough	Europe/London	5561407405362
CN	Nanpiao	Asia/Shanghai	3515628252856
BD	Manikchari	Asia/Dhaka	3008848766161
ZA	Mokopane	Africa/Johannesburg	2191300005463
IN	Kundla	Asia/Kolkata	2262863028067
UA	Polohy	Europe/Zaporozhye	2611382711514
ID	Pekanbaru	Asia/Jakarta	6081320811136
FR	Saint-Genis-Laval	Europe/Paris	0064894136351
MX	Guanajuato	America/Mexico_City	6307050656909
AF	Sar-e Pul	Asia/Kabul	9203419695183
PG	Mount Hagen	Pacific/Port_Moresby	6852095210314
RU	Yablonovskiy	Europe/Moscow	6336220353416
FR	Le Chesnay	Europe/Paris	6806816841684
RU	Kachkanar	Asia/Yekaterinburg	4747565666758
MY	Gua Musang	Asia/Kuala_Lumpur	5310347942082
CL	Chiguayante	America/Santiago	5752273532263
BE	Houthalen	Europe/Brussels	3889887656220
IN	Elamanchili	Asia/Kolkata	0350719774137
BJ	Tchaourou	Africa/Porto-Novo	9243632959051
DE	Korschenbroich	Europe/Berlin	9712081062648
FR	Dax	Europe/Paris	5339376691884
FR	Talence	Europe/Paris	8649112744598
BR	Valinhos	America/Sao_Paulo	6748886579596
ES	Jumilla	Europe/Madrid	0189864558114
FR	Les Olives	Europe/Paris	6664209817223
US	Bothell	America/Los_Angeles	5481918798848
IN	Kangayam	Asia/Kolkata	3155114849018
UZ	Andijon	Asia/Tashkent	5215114350759
US	Thomasville	America/New_York	3331156625203
IN	Diamond Harbour	Asia/Kolkata	5757915793439
IN	Aklera	Asia/Kolkata	8003237809424
GT	Chichicastenango	America/Guatemala	3388562833661
RU	Izluchinsk	Asia/Yekaterinburg	4094417583719
US	Encinitas	America/Los_Angeles	6456335093189
CH	Onex	Europe/Zurich	0378014578359
DE	Hechingen	Europe/Berlin	7551357075270
DE	Friedberg	Europe/Berlin	7203585005160
RU	Tyoply Stan	Europe/Moscow	8373153466620
US	Indio	America/Los_Angeles	3781132888762
CO	Buenaventura	America/Bogota	0242981444194
PE	Chosica	America/Lima	5759711949720
PH	Dipolog	Asia/Manila	6267527193781
ID	Sukabumi	Asia/Jakarta	8479618659207
MA	Azrou	Africa/Casablanca	7336963262036
ES	Gandia	Europe/Madrid	2398538232832
CN	Boli	Asia/Shanghai	3024724578574
PK	Daud Khel	Asia/Karachi	8567788506046
CD	Yangambi	Africa/Lubumbashi	3990483981729
DE	Oberhausen	Europe/Berlin	3061308972601
AU	Frankston South	Australia/Melbourne	6560418658834
CN	Beidao	Asia/Shanghai	8252847709826
ES	Palafrugell	Europe/Madrid	4645621822448
BG	Smolyan	Europe/Sofia	6418937415912
US	Saratoga Springs	America/Denver	1627989796947
EE	Narva	Europe/Tallinn	7546921828864
GB	Barnet	Europe/London	5821385264352
US	Greenville	America/Chicago	4198469213102
JP	Toba	Asia/Tokyo	0709748775750
DZ	Ksar Chellala	Africa/Algiers	1627031100555
EC	Cuenca	America/Guayaquil	8839873134626
FR	Arles	Europe/Paris	8082037720207
RU	Arzamas	Europe/Moscow	8231883711376
IT	Perugia	Europe/Rome	7073100673675
CN	Jingzhou	Asia/Shanghai	9497747973192
MX	Tuxtla	America/Mexico_City	4851555362091
IN	Sojat	Asia/Kolkata	6198824525862
JP	Ina	Asia/Tokyo	0998522240687
IN	Diamond Harbour	Asia/Kolkata	3051528124980
TZ	Mvomero	Africa/Dar_es_Salaam	0377469373328
PK	Fazilpur	Asia/Karachi	6757723590632
IN	Dalsingh Sarai	Asia/Kolkata	2217611236904
RU	Volokolamsk	Europe/Moscow	7128432611151
US	Harrisburg	America/New_York	0218075415180
BY	Dobrush	Europe/Minsk	2861707723405
GB	Great Wyrley	Europe/London	8137409595188
NL	Emmeloord	Europe/Amsterdam	0447908875383
US	Canton	America/Detroit	3399440377979
GB	Blackpool	Europe/London	8184189051588
TZ	Iringa	Africa/Dar_es_Salaam	1719284850995
AU	Maryborough	Australia/Brisbane	3272086589022
DE	Hermsdorf	Europe/Berlin	1832031376217
RU	Kashira	Europe/Moscow	1454679734008
MX	Progreso	America/Merida	3330152937624
SV	Sonzacate	America/El_Salvador	8928989666456
KG	Jalal-Abad	Asia/Bishkek	9878682120900
US	Troutdale	America/Los_Angeles	4500503169496
CN	Dongdu	Asia/Shanghai	6301569016353
IN	Talipparamba	Asia/Kolkata	3566869338274
JP	Fujioka	Asia/Tokyo	3559014152702
US	Massapequa	America/New_York	7576633307982
RU	Tver	Europe/Moscow	8625330058198
RU	Likhobory	Europe/Moscow	0262120983971
PG	Mount Hagen	Pacific/Port_Moresby	7387770038468
ES	Villaquilambre	Europe/Madrid	9180959214534
LY	Ghat	Africa/Tripoli	4696552407990
FR	Mitry-Mory	Europe/Paris	3536489318895
LR	New Yekepa	Africa/Monrovia	4485499329768
GB	Barnet	Europe/London	0464731213151
BR	Aracaju	America/Maceio	8530403474990
JP	Kamakura	Asia/Tokyo	6242333370359
FR	Marly-le-Roi	Europe/Paris	6342953392165
ZA	Mokopane	Africa/Johannesburg	5042209522872
FI	Kallio	Europe/Helsinki	7895872514754
UY	Durazno	America/Montevideo	3092450687358
US	Punta Gorda Isles	America/New_York	4846989464237
US	Sterling	America/New_York	1516164156952
DE	Walsrode	Europe/Berlin	9909747754645
UA	Kherson	Europe/Kiev	9371249762082
CN	Hoxtolgay	Asia/Urumqi	4645713546207
BR	Porto Velho	America/Porto_Velho	5805840908074
US	Kendall	America/New_York	8405279402463
MX	Oaxaca	America/Mexico_City	4008100549739
ID	Kudus	Asia/Jakarta	5651693569685
MX	Zacoalco de Torres	America/Mexico_City	7345540365107
PK	Khairpur Mir’s	Asia/Karachi	1506310958301
RU	Alatyr’	Europe/Moscow	2459468360184
PA	Veracruz	America/Panama	6935756103283
US	Ada	America/Chicago	9282805219929
US	Middletown	America/New_York	6756599910667
US	Copperas Cove	America/Chicago	1612549374970
PG	Mount Hagen	Pacific/Port_Moresby	8114633466323
BW	Tonota	Africa/Gaborone	2593157042569
CD	Kasangulu	Africa/Kinshasa	7404613561782
IT	Portogruaro	Europe/Rome	1657104690041
US	Copperas Cove	America/Chicago	7919826536200
CN	Haicheng	Asia/Shanghai	1482937565767
UA	Kherson	Europe/Kiev	1493245107990
IT	Villabate	Europe/Rome	8146820545924
RU	Oktyabr’skiy	Asia/Yekaterinburg	4529865048898
CD	Beni	Africa/Lubumbashi	4756121684730
BE	Houthalen	Europe/Brussels	9567270016090
ML	Kati	Africa/Bamako	4592618215779
ES	Baza	Europe/Madrid	0645686270806
US	Toledo	America/New_York	9575895122089
US	Palm Valley	America/New_York	6804197283444
FR	Rueil-Malmaison	Europe/Paris	5558873109009
PK	Hasilpur	Asia/Karachi	5167314877607
IN	Puducherry	Asia/Kolkata	0657116155140
RU	Ulan-Ude	Asia/Irkutsk	6909499967402
MY	Kulai	Asia/Kuala_Lumpur	8169134094322
IT	Falconara Marittima	Europe/Rome	5643227475494
US	Carlsbad	America/Denver	2293176345640
MY	Batu Feringgi	Asia/Kuala_Lumpur	6424797341018
RU	Lesozavodsk	Asia/Vladivostok	8141193983038
FR	Colomiers	Europe/Paris	5007931250912
US	Pleasant Prairie	America/Chicago	0304681909233
CN	Beidao	Asia/Shanghai	6485917302418
PH	Calauan	Asia/Manila	7054424410184
US	Kahului	Pacific/Honolulu	9856698001765
ID	Pekanbaru	Asia/Jakarta	3719389152909
ML	Kati	Africa/Bamako	8200329755458
GB	Chapletown	Europe/London	9124748886489
KZ	Shalqar	Asia/Aqtobe	1521843493723
DE	Halstenbek	Europe/Berlin	5581578239139
BR	Valinhos	America/Sao_Paulo	4206271063478
SE	Hudiksvall	Europe/Stockholm	5627708555493
CZ	Most	Europe/Prague	5324064391511
HT	Croix-des-Bouquets	America/Port-au-Prince	3958040272048
ES	el Camp de l'Arpa del Clot	Europe/Madrid	6415359532302
